date,store_id,temperature_c,precipitation_mm,humidity_pct,weather_condition,is_holiday,local_event
2024-06-01,STORE01,23.3,0.0,56.6,Clear,0,
2024-06-02,STORE01,25.0,11.7,20.5,Rainy,0,Concert
2024-06-03,STORE01,23.9,12.3,45.1,Rainy,0,
2024-06-04,STORE01,25.0,0.0,50.6,Clear,0,Sports Game
2024-06-05,STORE01,29.3,12.9,43.3,Rainy,0,
2024-06-06,STORE01,24.8,0.0,55.4,Clear,0,Market Day
2024-06-07,STORE01,18.8,14.0,47.6,Rainy,0,
2024-06-08,STORE01,27.5,0.0,44.4,Cloudy,0,
2024-06-09,STORE01,21.9,15.0,50.0,Rainy,0,
2024-06-10,STORE01,34.1,18.1,48.6,Stormy,0,Parade
2024-06-11,STORE01,25.0,0.0,33.9,Sunny,0,Concert
2024-06-12,STORE01,27.8,0.0,62.3,Cloudy,0,
2024-06-13,STORE01,26.8,0.0,61.2,Sunny,0,Food Festival
2024-06-14,STORE01,24.1,13.8,44.5,Rainy,0,
2024-06-15,STORE01,26.9,0.0,37.2,Sunny,0,Concert
2024-06-16,STORE01,33.9,0.0,34.7,Cloudy,0,
2024-06-17,STORE01,29.3,0.0,41.8,Sunny,0,
2024-06-18,STORE01,26.3,0.0,53.8,Sunny,0,
2024-06-19,STORE01,17.7,0.0,50.5,Clear,0,Market Day
2024-06-20,STORE01,19.4,0.0,43.5,Sunny,0,
2024-06-21,STORE01,27.3,0.0,31.5,Clear,0,Community Fair
2024-06-22,STORE01,21.9,12.8,64.4,Rainy,0,Community Fair
2024-06-23,STORE01,22.5,0.0,41.9,Cloudy,0,Community Fair
2024-06-24,STORE01,24.0,0.0,65.1,Cloudy,0,Concert
2024-06-25,STORE01,19.8,11.8,51.5,Rainy,0,
2024-06-26,STORE01,24.1,0.0,42.0,Clear,0,
2024-06-27,STORE01,28.8,0.0,46.0,Clear,0,
2024-06-28,STORE01,19.2,0.0,43.9,Cloudy,0,
2024-06-29,STORE01,26.4,0.0,57.8,Sunny,0,
2024-06-30,STORE01,25.7,0.0,56.5,Windy,0,Community Fair
2024-07-01,STORE01,24.5,0.0,56.0,Cloudy,0,Concert
2024-07-02,STORE01,22.0,0.0,62.9,Windy,0,Parade
2024-07-03,STORE01,21.6,0.0,64.0,Clear,0,
2024-07-04,STORE01,24.7,0.0,77.2,Sunny,1,Local Festival
2024-07-05,STORE01,29.6,0.0,64.7,Sunny,0,
2024-07-06,STORE01,28.0,0.0,48.2,Sunny,0,
2024-07-07,STORE01,32.4,6.2,54.0,Rainy,0,
2024-07-08,STORE01,34.9,0.0,62.1,Sunny,0,
2024-07-09,STORE01,24.9,0.0,61.1,Cloudy,0,Community Fair
2024-07-10,STORE01,32.5,0.0,50.9,Cloudy,0,Local Festival
2024-07-11,STORE01,30.8,8.3,47.2,Rainy,0,
2024-07-12,STORE01,21.5,0.0,56.5,Windy,0,Parade
2024-07-13,STORE01,30.0,0.0,37.7,Cloudy,0,Parade
2024-07-14,STORE01,30.6,9.2,62.3,Rainy,0,
2024-07-15,STORE01,32.3,0.0,50.3,Clear,0,Local Festival
2024-07-16,STORE01,36.9,0.0,49.0,Cloudy,0,
2024-07-17,STORE01,25.2,0.0,80.1,Foggy,0,
2024-07-18,STORE01,22.5,0.0,45.8,Cloudy,0,Community Fair
2024-07-19,STORE01,27.6,6.0,59.0,Rainy,0,Market Day
2024-07-20,STORE01,22.5,0.0,59.0,Clear,0,Marathon
2024-07-21,STORE01,27.7,0.0,35.1,Cloudy,0,Parade
2024-07-22,STORE01,26.3,0.0,44.5,Clear,0,Market Day
2024-07-23,STORE01,32.8,0.0,71.5,Sunny,0,Concert
2024-07-24,STORE01,28.5,0.0,57.6,Clear,0,
2024-07-25,STORE01,29.1,0.0,32.6,Clear,0,Concert
2024-07-26,STORE01,25.7,8.2,63.2,Rainy,0,
2024-07-27,STORE01,23.3,0.0,62.0,Sunny,0,
2024-07-28,STORE01,27.8,0.0,52.5,Cloudy,0,
2024-07-29,STORE01,29.0,0.0,43.4,Cloudy,0,Community Fair
2024-07-30,STORE01,26.2,6.4,70.6,Rainy,0,
2024-07-31,STORE01,27.1,0.0,60.7,Sunny,0,Sports Game
2024-08-01,STORE01,24.3,2.4,51.2,Rainy,0,Concert
2024-08-02,STORE01,26.4,3.7,65.6,Rainy,0,
2024-08-03,STORE01,25.1,0.0,75.3,Sunny,0,Local Festival
2024-08-04,STORE01,24.9,2.6,70.7,Rainy,0,
2024-08-05,STORE01,26.7,0.0,68.2,Sunny,0,Food Festival
2024-08-06,STORE01,21.9,0.0,64.3,Cloudy,0,Concert
2024-08-07,STORE01,23.3,0.8,69.6,Rainy,0,
2024-08-08,STORE01,25.9,0.0,66.4,Cloudy,0,
2024-08-09,STORE01,22.6,1.7,44.2,Rainy,0,Sports Game
2024-08-10,STORE01,26.1,2.7,47.6,Rainy,0,Concert
2024-08-11,STORE01,27.0,0.0,59.7,Windy,0,Concert
2024-08-12,STORE01,30.5,0.0,63.2,Clear,0,Marathon
2024-08-13,STORE01,28.4,0.5,78.6,Rainy,0,
2024-08-14,STORE01,25.6,0.0,66.8,Sunny,0,Market Day
2024-08-15,STORE01,25.8,0.1,64.3,Rainy,0,Market Day
2024-08-16,STORE01,21.4,2.9,70.3,Rainy,0,
2024-08-17,STORE01,24.3,0.0,69.9,Sunny,0,Community Fair
2024-08-18,STORE01,24.4,0.0,59.1,Windy,0,Market Day
2024-08-19,STORE01,32.5,0.1,70.1,Rainy,0,
2024-08-20,STORE01,25.9,0.7,63.9,Rainy,0,
2024-08-21,STORE01,29.4,0.0,51.1,Sunny,0,
2024-08-22,STORE01,19.3,0.0,51.6,Windy,0,
2024-08-23,STORE01,25.5,0.0,67.0,Sunny,0,Parade
2024-08-24,STORE01,26.1,0.0,75.3,Sunny,0,
2024-08-25,STORE01,13.7,1.7,60.7,Rainy,0,
2024-08-26,STORE01,27.0,4.7,63.2,Rainy,0,Marathon
2024-08-27,STORE01,26.7,0.0,59.5,Cloudy,0,
2024-08-28,STORE01,29.4,0.0,68.1,Cloudy,0,
2024-08-29,STORE01,27.0,6.5,68.2,Rainy,0,
2024-08-30,STORE01,17.9,0.0,52.4,Clear,0,
2024-08-31,STORE01,31.3,0.0,65.3,Sunny,0,
2024-09-01,STORE01,24.1,0.6,84.9,Rainy,0,
2024-09-02,STORE01,29.3,0.0,65.6,Clear,0,
2024-09-03,STORE01,18.1,0.0,83.5,Foggy,0,
2024-09-04,STORE01,16.5,0.0,67.9,Clear,0,
2024-09-05,STORE01,21.6,0.0,55.3,Clear,0,
2024-09-06,STORE01,21.4,0.0,73.0,Cloudy,0,Sports Game
2024-09-07,STORE01,13.3,1.5,66.2,Rainy,0,
2024-09-08,STORE01,25.4,0.0,72.1,Sunny,0,Food Festival
2024-09-09,STORE01,17.8,0.0,76.2,Sunny,0,Marathon
2024-09-10,STORE01,17.4,0.0,71.3,Windy,0,Market Day
2024-09-11,STORE01,18.0,0.0,73.3,Clear,0,
2024-09-12,STORE01,12.8,0.0,82.2,Foggy,0,Concert
2024-09-13,STORE01,17.4,0.0,66.0,Sunny,0,Concert
2024-09-14,STORE01,13.0,2.6,80.8,Rainy,0,Sports Game
2024-09-15,STORE01,28.0,0.0,59.9,Windy,0,Local Festival
2024-09-16,STORE01,16.6,0.0,66.1,Cloudy,0,Concert
2024-09-17,STORE01,23.1,1.7,62.0,Rainy,0,Concert
2024-09-18,STORE01,15.4,0.0,67.7,Clear,0,Parade
2024-09-19,STORE01,19.9,0.0,79.2,Sunny,0,Sports Game
2024-09-20,STORE01,17.6,0.0,61.5,Sunny,0,Local Festival
2024-09-21,STORE01,25.1,0.0,66.2,Clear,0,
2024-09-22,STORE01,14.7,5.0,89.8,Rainy,0,Parade
2024-09-23,STORE01,24.0,0.0,69.4,Sunny,0,Parade
2024-09-24,STORE01,26.5,1.7,71.1,Rainy,0,
2024-09-25,STORE01,17.4,5.5,72.7,Rainy,0,Sports Game
2024-09-26,STORE01,20.7,0.9,79.9,Rainy,0,
2024-09-27,STORE01,23.4,0.5,78.3,Rainy,0,Sports Game
2024-09-28,STORE01,12.0,0.0,76.4,Clear,0,
2024-09-29,STORE01,24.0,0.5,74.6,Rainy,0,
2024-09-30,STORE01,28.9,2.7,89.9,Rainy,0,
2024-10-01,STORE01,9.6,0.0,72.6,Sunny,0,Marathon
2024-10-02,STORE01,14.0,0.0,81.9,Foggy,0,Marathon
2024-10-03,STORE01,13.8,0.0,79.4,Sunny,0,
2024-10-04,STORE01,12.4,0.0,73.9,Sunny,0,
2024-10-05,STORE01,14.7,2.1,72.8,Rainy,0,
2024-10-06,STORE01,8.7,0.0,66.9,Sunny,0,
2024-10-07,STORE01,6.7,0.0,90.6,Foggy,0,Community Fair
2024-10-08,STORE01,17.3,0.0,77.2,Sunny,0,
2024-10-09,STORE01,10.3,0.0,81.1,Foggy,0,
2024-10-10,STORE01,2.9,1.4,68.5,Rainy,0,Parade
2024-10-11,STORE01,14.2,0.0,83.8,Foggy,0,
2024-10-12,STORE01,7.5,0.0,62.7,Sunny,0,
2024-10-13,STORE01,12.8,0.0,66.7,Cloudy,0,Community Fair
2024-10-14,STORE01,15.2,1.0,82.1,Rainy,0,Concert
2024-10-15,STORE01,22.7,7.9,79.5,Rainy,0,Food Festival
2024-10-16,STORE01,8.4,0.1,76.8,Rainy,0,
2024-10-17,STORE01,13.1,0.0,70.6,Cloudy,0,
2024-10-18,STORE01,13.9,0.2,73.3,Rainy,0,Market Day
2024-10-19,STORE01,15.7,0.0,62.3,Clear,0,Sports Game
2024-10-20,STORE01,12.6,0.0,71.0,Cloudy,0,
2024-10-21,STORE01,11.1,0.3,83.6,Rainy,0,Parade
2024-10-22,STORE01,12.7,0.3,64.2,Rainy,0,Parade
2024-10-23,STORE01,11.7,0.0,88.0,Foggy,0,
2024-10-24,STORE01,7.9,2.0,87.5,Rainy,0,Parade
2024-10-25,STORE01,9.0,0.0,90.1,Foggy,0,
2024-10-26,STORE01,8.1,0.0,78.5,Cloudy,0,Community Fair
2024-10-27,STORE01,12.8,0.0,73.2,Cloudy,0,
2024-10-28,STORE01,12.9,0.0,92.6,Foggy,0,Community Fair
2024-10-29,STORE01,7.3,0.0,87.3,Foggy,0,
2024-10-30,STORE01,9.4,0.0,55.9,Sunny,0,Local Festival
2024-10-31,STORE01,6.2,0.1,72.7,Rainy,1,Concert
2024-11-01,STORE01,9.2,0.0,60.8,Cloudy,0,Food Festival
2024-11-02,STORE01,-3.8,10.5,88.5,Rainy,0,Sports Game
2024-11-03,STORE01,5.2,0.0,73.7,Cloudy,0,Marathon
2024-11-04,STORE01,10.2,0.0,80.3,Foggy,0,Food Festival
2024-11-05,STORE01,4.6,0.0,84.3,Foggy,0,
2024-11-06,STORE01,-3.2,0.0,67.4,Clear,0,
2024-11-07,STORE01,7.3,0.2,70.1,Rainy,0,
2024-11-08,STORE01,4.2,0.0,100.0,Foggy,0,
2024-11-09,STORE01,7.0,0.0,53.6,Clear,0,
2024-11-10,STORE01,2.4,0.0,63.6,Clear,0,
2024-11-11,STORE01,7.8,0.0,81.9,Foggy,0,Concert
2024-11-12,STORE01,7.8,0.0,59.1,Clear,0,Market Day
2024-11-13,STORE01,-1.5,2.2,69.3,Snowy,0,
2024-11-14,STORE01,11.1,0.0,67.6,Cloudy,0,
2024-11-15,STORE01,5.0,0.0,69.8,Cloudy,0,Market Day
2024-11-16,STORE01,12.0,4.5,81.2,Rainy,0,
2024-11-17,STORE01,0.1,0.0,94.5,Foggy,0,Market Day
2024-11-18,STORE01,0.0,3.7,76.1,Rainy,0,
2024-11-19,STORE01,1.2,0.0,71.5,Clear,0,
2024-11-20,STORE01,9.4,0.0,61.1,Windy,0,
2024-11-21,STORE01,2.7,0.0,76.7,Cloudy,0,Concert
2024-11-22,STORE01,2.2,1.0,80.9,Rainy,0,
2024-11-23,STORE01,4.9,0.9,58.1,Rainy,0,
2024-11-24,STORE01,4.9,0.0,78.2,Clear,0,Community Fair
2024-11-25,STORE01,-2.3,2.0,75.2,Snowy,1,Marathon
2024-11-26,STORE01,7.7,0.0,54.0,Clear,1,Parade
2024-11-27,STORE01,6.1,1.0,68.3,Rainy,0,Marathon
2024-11-28,STORE01,2.2,0.0,92.4,Foggy,0,
2024-11-29,STORE01,1.6,0.0,67.0,Cloudy,0,Parade
2024-11-30,STORE01,12.4,0.0,60.3,Clear,0,Parade
2024-12-01,STORE01,4.3,0.0,74.2,Sunny,0,Sports Game
2024-12-02,STORE01,2.3,0.0,69.9,Clear,0,Local Festival
2024-12-03,STORE01,-3.7,0.0,56.9,Clear,0,
2024-12-04,STORE01,4.0,0.0,51.6,Cloudy,0,Parade
2024-12-05,STORE01,1.8,0.0,53.1,Cloudy,0,Sports Game
2024-12-06,STORE01,-0.6,2.8,62.8,Snowy,0,
2024-12-07,STORE01,-5.1,0.9,68.6,Snowy,0,
2024-12-08,STORE01,2.4,5.1,78.9,Rainy,0,Food Festival
2024-12-09,STORE01,2.8,4.7,67.5,Rainy,0,Marathon
2024-12-10,STORE01,-2.5,0.0,77.1,Clear,0,Marathon
2024-12-11,STORE01,2.0,0.0,58.8,Sunny,0,Marathon
2024-12-12,STORE01,-0.1,0.0,64.4,Clear,0,Parade
2024-12-13,STORE01,3.6,0.0,39.5,Sunny,0,Marathon
2024-12-14,STORE01,-1.1,1.0,65.7,Snowy,0,
2024-12-15,STORE01,2.3,0.2,67.1,Rainy,0,Marathon
2024-12-16,STORE01,-1.2,0.0,65.6,Clear,0,
2024-12-17,STORE01,-1.8,0.0,64.6,Clear,0,
2024-12-18,STORE01,-3.1,0.0,68.7,Clear,0,Sports Game
2024-12-19,STORE01,-2.7,0.0,50.1,Clear,0,Local Festival
2024-12-20,STORE01,-2.3,0.0,76.1,Clear,0,Marathon
2024-12-21,STORE01,5.1,0.0,63.5,Sunny,0,Community Fair
2024-12-22,STORE01,-2.0,0.0,59.5,Clear,0,
2024-12-23,STORE01,-3.9,0.0,74.4,Clear,0,Marathon
2024-12-24,STORE01,-3.2,0.0,75.8,Clear,1,Christmas Eve
2024-12-25,STORE01,-1.0,0.0,61.0,Clear,1,Food Festival
2024-12-26,STORE01,-2.7,0.0,50.5,Clear,0,Concert
2024-12-27,STORE01,-3.1,5.0,69.9,Snowy,0,Sports Game
2024-12-28,STORE01,0.0,0.0,52.8,Clear,0,
2024-12-29,STORE01,-4.4,0.0,63.4,Clear,0,
2024-12-30,STORE01,3.6,0.0,48.2,Sunny,0,Parade
2024-12-31,STORE01,3.8,2.0,64.9,Rainy,1,Community Fair
2025-01-01,STORE01,-3.0,0.0,63.4,Clear,1,Concert
2025-01-02,STORE01,-0.4,6.3,64.7,Rainy,0,Market Day
2025-01-03,STORE01,-4.4,0.0,45.0,Clear,0,Marathon
2025-01-04,STORE01,2.8,5.8,67.9,Rainy,0,
2025-01-05,STORE01,-1.6,11.7,67.1,Rainy,0,Community Fair
2025-01-06,STORE01,-4.5,0.0,41.8,Clear,0,
2025-01-07,STORE01,-1.8,0.0,56.8,Clear,0,
2025-01-08,STORE01,-7.3,0.0,46.4,Clear,0,
2025-01-09,STORE01,-10.9,0.0,46.7,Clear,0,Local Festival
2025-01-10,STORE01,0.5,0.0,49.5,Clear,0,
2025-01-11,STORE01,2.1,0.0,47.7,Cloudy,0,Sports Game
2025-01-12,STORE01,-4.6,0.0,60.8,Clear,0,Parade
2025-01-13,STORE01,-6.1,0.0,44.3,Clear,0,Marathon
2025-01-14,STORE01,-6.1,0.0,59.4,Clear,0,
2025-01-15,STORE01,-3.0,5.8,52.3,Rainy,0,
2025-01-16,STORE01,-0.9,0.0,24.4,Clear,0,Concert
2025-01-17,STORE01,2.3,0.0,54.5,Clear,0,
2025-01-18,STORE01,-6.1,0.0,40.9,Clear,0,Sports Game
2025-01-19,STORE01,-4.1,5.8,64.7,Rainy,0,
2025-01-20,STORE01,-4.5,0.0,51.9,Clear,0,Community Fair
2025-01-21,STORE01,-5.8,0.0,48.5,Clear,0,Sports Game
2025-01-22,STORE01,-5.0,0.0,41.7,Clear,0,Parade
2025-01-23,STORE01,-4.5,0.0,42.0,Clear,0,Community Fair
2025-01-24,STORE01,-3.9,7.8,51.7,Rainy,0,
2025-01-25,STORE01,1.5,0.0,63.5,Windy,0,
2025-01-26,STORE01,-7.5,0.0,59.6,Clear,0,
2025-01-27,STORE01,0.7,0.0,66.4,Sunny,0,
2025-01-28,STORE01,-6.4,7.5,41.7,Rainy,0,Parade
2025-01-29,STORE01,-3.5,7.4,63.2,Rainy,0,Community Fair
2025-01-30,STORE01,-0.8,6.0,27.9,Rainy,0,Parade
2025-01-31,STORE01,2.3,0.0,41.0,Sunny,0,
2025-02-01,STORE01,-1.4,0.0,56.1,Clear,0,
2025-02-02,STORE01,1.8,12.3,26.1,Rainy,0,
2025-02-03,STORE01,3.1,11.8,47.1,Rainy,0,Food Festival
2025-02-04,STORE01,3.5,0.0,51.5,Sunny,0,
2025-02-05,STORE01,-11.0,0.0,45.7,Clear,0,Parade
2025-02-06,STORE01,3.2,0.0,31.1,Sunny,0,Local Festival
2025-02-07,STORE01,-1.2,0.0,59.5,Clear,0,
2025-02-08,STORE01,-0.6,13.7,46.7,Rainy,0,
2025-02-09,STORE01,3.3,0.0,39.6,Sunny,0,Market Day
2025-02-10,STORE01,-2.6,12.0,53.3,Rainy,0,Community Fair
2025-02-11,STORE01,-0.8,12.0,22.2,Rainy,0,Community Fair
2025-02-12,STORE01,1.1,0.0,48.0,Sunny,0,Parade
2025-02-13,STORE01,-1.0,0.0,62.7,Clear,0,Community Fair
2025-02-14,STORE01,-1.9,0.0,44.2,Clear,1,Parade
2025-02-15,STORE01,-7.5,12.3,46.8,Rainy,0,
2025-02-16,STORE01,-4.2,0.0,69.8,Clear,0,Community Fair
2025-02-17,STORE01,-0.9,0.0,59.1,Clear,0,
2025-02-18,STORE01,7.1,0.0,56.3,Cloudy,0,Community Fair
2025-02-19,STORE01,-1.7,0.0,35.5,Clear,0,
2025-02-20,STORE01,7.3,0.0,54.5,Windy,0,Parade
2025-02-21,STORE01,-3.4,0.0,44.2,Clear,0,Parade
2025-02-22,STORE01,-2.2,0.0,63.4,Clear,0,Concert
2025-02-23,STORE01,2.4,0.0,50.2,Cloudy,0,Community Fair
2025-02-24,STORE01,-7.7,0.0,42.8,Clear,0,
2025-02-25,STORE01,4.4,0.0,43.9,Sunny,0,
2025-02-26,STORE01,-14.2,13.2,46.8,Rainy,0,
2025-02-27,STORE01,2.1,14.6,52.1,Rainy,0,
2025-02-28,STORE01,0.3,0.0,36.1,Cloudy,0,Sports Game
2025-03-01,STORE01,7.1,0.0,28.2,Cloudy,0,
2025-03-02,STORE01,5.0,15.7,48.7,Stormy,0,Local Festival
2025-03-03,STORE01,1.5,0.0,28.2,Cloudy,0,
2025-03-04,STORE01,6.1,0.0,36.6,Sunny,0,
2025-03-05,STORE01,3.3,19.5,31.8,Stormy,0,
2025-03-06,STORE01,2.2,16.2,22.1,Stormy,0,
2025-03-07,STORE01,6.7,0.0,46.8,Windy,0,
2025-03-08,STORE01,9.2,0.0,20.0,Sunny,0,
2025-03-09,STORE01,8.0,0.0,49.1,Clear,0,Concert
2025-03-10,STORE01,-0.2,0.0,23.1,Clear,0,
2025-03-11,STORE01,0.7,0.0,47.4,Cloudy,0,Sports Game
2025-03-12,STORE01,5.0,17.2,41.3,Stormy,0,
2025-03-13,STORE01,2.0,16.6,40.3,Stormy,0,
2025-03-14,STORE01,13.3,0.0,52.3,Sunny,0,Food Festival
2025-03-15,STORE01,9.3,17.1,48.5,Stormy,0,
2025-03-16,STORE01,3.2,0.0,30.7,Windy,0,
2025-03-17,STORE01,3.7,16.7,41.3,Stormy,0,Food Festival
2025-03-18,STORE01,2.5,0.0,42.0,Windy,0,
2025-03-19,STORE01,-0.9,0.0,20.0,Clear,0,
2025-03-20,STORE01,8.6,16.7,41.1,Stormy,0,
2025-03-21,STORE01,6.8,0.0,28.8,Clear,0,Concert
2025-03-22,STORE01,12.2,0.0,54.5,Cloudy,0,Concert
2025-03-23,STORE01,-2.8,0.0,24.1,Clear,0,
2025-03-24,STORE01,0.4,16.9,55.1,Stormy,0,Local Festival
2025-03-25,STORE01,8.1,0.0,34.1,Clear,0,
2025-03-26,STORE01,12.3,16.7,39.4,Stormy,0,
2025-03-27,STORE01,4.2,0.0,32.3,Cloudy,0,
2025-03-28,STORE01,10.4,0.0,43.8,Sunny,0,
2025-03-29,STORE01,3.1,15.7,32.8,Stormy,0,
2025-03-30,STORE01,-3.6,0.0,38.1,Clear,0,Market Day
2025-03-31,STORE01,2.2,0.0,30.9,Sunny,0,
2025-04-01,STORE01,13.8,0.0,39.7,Sunny,0,
2025-04-02,STORE01,7.5,0.0,41.3,Sunny,0,Sports Game
2025-04-03,STORE01,9.5,0.0,31.5,Sunny,0,Food Festival
2025-04-04,STORE01,8.9,18.7,62.5,Stormy,0,Food Festival
2025-04-05,STORE01,18.4,0.0,50.1,Cloudy,0,Concert
2025-04-06,STORE01,11.5,0.0,31.8,Windy,0,Market Day
2025-04-07,STORE01,8.2,0.0,26.1,Clear,0,Community Fair
2025-04-08,STORE01,9.2,19.8,22.4,Stormy,0,
2025-04-09,STORE01,13.8,17.9,30.7,Stormy,0,Concert
2025-04-10,STORE01,9.6,0.0,27.1,Sunny,0,
2025-04-11,STORE01,13.6,0.0,45.1,Clear,0,Food Festival
2025-04-12,STORE01,5.8,0.0,33.3,Cloudy,0,Local Festival
2025-04-13,STORE01,16.0,0.0,43.5,Sunny,0,Community Fair
2025-04-14,STORE01,11.1,0.0,38.8,Cloudy,0,
2025-04-15,STORE01,8.9,17.8,24.5,Stormy,0,Sports Game
2025-04-16,STORE01,10.4,0.0,68.7,Cloudy,0,Concert
2025-04-17,STORE01,13.4,0.0,41.1,Clear,0,Sports Game
2025-04-18,STORE01,14.6,17.3,62.5,Stormy,0,
2025-04-19,STORE01,13.9,0.0,43.5,Sunny,0,
2025-04-20,STORE01,6.6,19.3,24.0,Stormy,0,Marathon
2025-04-21,STORE01,7.7,22.5,27.9,Stormy,0,
2025-04-22,STORE01,5.9,19.2,35.3,Stormy,0,Food Festival
2025-04-23,STORE01,13.6,0.0,27.7,Sunny,0,Market Day
2025-04-24,STORE01,11.9,0.0,40.2,Cloudy,0,
2025-04-25,STORE01,8.6,18.1,28.7,Stormy,0,
2025-04-26,STORE01,15.7,17.1,24.0,Stormy,0,
2025-04-27,STORE01,6.5,0.0,27.2,Clear,0,Local Festival
2025-04-28,STORE01,12.5,17.6,24.2,Stormy,0,Community Fair
2025-04-29,STORE01,9.0,0.0,36.0,Sunny,0,
2025-04-30,STORE01,11.3,0.0,43.1,Sunny,0,
2025-05-01,STORE01,21.7,0.0,48.1,Sunny,0,
2025-05-02,STORE01,17.9,0.0,32.7,Cloudy,0,
2025-05-03,STORE01,14.8,0.0,39.3,Cloudy,0,Market Day
2025-05-04,STORE01,15.2,0.0,38.6,Cloudy,0,
2025-05-05,STORE01,17.7,0.0,20.0,Cloudy,0,
2025-05-06,STORE01,16.2,16.9,34.8,Stormy,0,Food Festival
2025-05-07,STORE01,17.9,0.0,42.7,Sunny,0,
2025-05-08,STORE01,23.3,17.7,20.0,Stormy,0,Marathon
2025-05-09,STORE01,18.4,0.0,37.9,Clear,0,
2025-05-10,STORE01,18.5,0.0,38.3,Cloudy,0,
2025-05-11,STORE01,20.8,16.1,38.1,Stormy,0,Marathon
